yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CF7ER	Entry
828255	Q8GXN2
814380	O97244
814380	Q689C6
831635	A0A1P8B9G6
831635	A0A1P8B9H0
831635	Q058P7
831635	Q946J8
178930	G5EEZ3
202151	Q86VV4
178935	O76384
100009436	Q29503
178938	O76388
563	A0A140VK00
563	P25311
566	P20160
567	P61769
33685	E1JHT4
33685	Q9VR34
14705	A0A0R4J225
14705	Q9Z2E9
33686	M9PC59
33686	M9PCK5
33686	Q9VR35
33680	Q9VR29
14701	Q9DAS9
33682	Q9VR31
855369	P40988
33689	Q9VR38
57153	A0A088QCU6
57153	Q8IWA5
14709	P63078
14709	Q3UMY0
14708	G3X9Q2
14708	Q3UGN1
5740414	Q00G30
837308	F4HUA0
837309,837308,837307	A0A178WJC9
837309,837308,837307	P0DH99
837309,837308,837307	Q0WL56
837309,837308,837307	Q8GTY0
837309,837308,837307	Q8W4H7
837306	A0A2H1ZEA2
837306	Q0WL81
837305	A0A178WM56
837305	Q9LQR0
837304	A0A178W5I1
837304	F4HU93
837304	Q05431
837303	A0A178WHV9
837303	Q9LQQ9
837301	Q8RY98
855365	I2HB70
76709	Q9CVB6
175878	Q9GYR5
175879	P48152
816978	Q9ZQ26
175877	Q18115
175870	H2KYX2
175870	H2KYX3
175870	Q5LK46
175872	Q20310
734456	Q52KW6
31683	Q9W3Q1
31682	Q9W3Q2
31681	Q9Y113
189780	D6VPA8
189780	Q9XW29
31684	Q9W3Q0
843133	A0A178W8F6
843133	Q9C9W9
841271	A0A178WHG6
841271	B3H4G3
841271	B3H630
841271	Q58G47
843137	A0A178W290
843137	A0A1P8ANK4
843137	Q9C9X3
814657	Q9ZU38
843135	A0A178W4S6
843135	Q9C9X1
843134	Q9C9X0
5520	A0A140VJT0
5520	P63151
5521	Q00005
5522	Q9Y2T4
5523	Q06190
5524	B4DZF8
5524	F6WIT2
5524	Q15257
5525	Q15172
5526	A0A024R593
5526	Q15173
5527	Q13362
5528	A0A024RD11
5528	Q14738
190381	D6RYD3
190381	Q966A8
18130	Q6PCM2
18131	Q61982
18132	A2CG28
18132	P31695
72930	Q6ZWR4
72931	E3WH32
72931	Q8K3D3
398163	Q6IR86
72935	Q3UAC4
72935	Q91VN6
72935	Q9CUY2
72938	Q8VDG4
72938	Q9D6H2
398168	A0A1L8H3R8
398168	Q98SG1
819383	O82239
819387	O82243
819386	Q96266
819384	A0A178VP88
819384	O82240
819389	A0A178W1Q1
819389	O82245
31359	O97428
31359	Q8IRS7
31358	Q24157
834768	A0A178UCP3
834768	O80338
50837	Q9NYW3
31351	Q9W4N6
31350	Q8MSS1
31350	X2JAF1
31353	M9PGE8
31353	M9PGM4
31353	M9PH00
31353	M9PJ12
31353	Q9W4N4
31353	X2JCH4
834767	A0A178UQN5
834767	Q9LVT8
31355	Q9W4N2
31355	T2GGJ9
31357	H0RNH2
31357	P28518
821114	A0A178VKZ4
821114	A0A1I9LLT1
821114	Q8H0T6
132001	Q96BW9
830075	A0A178UWL1
830075	B3H4B6
830075	Q9T029
821116	Q8H136
6547	B3KU59
6547	P57103
6546	P32418
6546	Q4QQH3
838689	A0A178WMV9
838689	Q9SYP2
838688	Q9SYP3
87769	Q9BVM4
6542	P52569
6541	A0A024RDQ9
6541	P30825
6540	Q9NSD5
838683	A0A178WC24
838683	Q9S7C9
838681	F4HUQ5
838680	Q9SYQ0
838687	Q8LG64
6549	Q9UBY0
6548	B2RAH2
6548	P19634
107747	Q8R0Y6
16834	Q9Z160
171128	P70552
107746	A1L338
107746	Q3UGX8
107746	Q3UHC1
107746	Q8C5V7
107746	Q91ZZ2
7849	A0A024R4X8
7849	A0A024R524
7849	A0A024R531
7849	Q06710
7849	R9W7C9
171129	Q9JLA3
836158	A0A178UML8
836158	A8MQZ1
836158	B9DG56
836158	F4JYX9
836158	Q8H166
147650	W5XKT8
29443	P10760
5721692	A8J435
5721692	Q8W1K8
812719	O96212
842669	A0A178W1W8
842669	C0SV14
842669	Q9CAD0
266714	Q8CJE3
80778	A0A0C4DG42
80778	Q8IZ26
177157	H2KZZ0
177157	H2KZZ1
177157	H2KZZ2
177157	H2KZZ3
177157	H2KZZ4
177157	Q5TYL0
177157	Q86MJ3
177157	Q86MJ4
814343	O77308
494850	A0A1L8EXD4
494850	Q5XK85
173028	Q9TW67
173023	Q9TVL3
231672	Q8BIA4
173027	Q9XUY1
3647918	A0A1D8PG01
39108	C6SUW3
39108	P55935
39108	Q95RG1
39104	Q9VT01
39105	Q9VT02
39106	Q9VT03
39106	Q9VT04
39102	Q9XZ61
39103	Q9VT00
16671	Q61897
16670	B1ATJ5
16670	Q62168
16679	B2RTB6
16679	P97861
16678	P04104
74838	G3X8Y3
12700	Q62225
12700	Q8C3F4
12703	O35716
12702	O35718
12705	P97769
12705	Q3UGA1
176002	Q09584
42450	Q9VDJ8
42451	Q9VDJ7
835417	A0A1P8BC00
835417	Q8S3N1
42453	E1JIR3
42453	P23573
835411	A0A178UMJ1
835411	F4KJ37
835411	P35133
835410	Q9FK12
42456	Q9I7I3
42457	Q24178
42457	S5ML38
2539244	O74429
6723	P19623
84861	Q53GT1
2539247	O94718
84867	B7Z2F8
84867	P54829
84867	Q86TL3
84866	A0A024R3G8
84866	B7Z1M8
84866	E9PKP3
84866	Q86YD3
2539242	Q9URT4
84864	Q8IUF8
84869	Q8N4T8
84868	Q8TDQ0
2539248	O74465
2539249	Q9Y7N2
831303	Q9LYK7
64708	A0A024R471
64708	A0A024R478
64708	A0A087X1P5
64708	J3KQ34
64708	J3KQ41
64708	Q6ZTQ7
64708	Q9H9Q2
97961	Q8BG17
64364	P47987
34715	Q8SWW4
69556	Q5SQY2
64701	P25235
69554	Q4G5Y1
64704	Q9JIY5
64705	Q9EQF5
6726	A0A024R3P3
6726	P49458
152559	Q6TCH7
6725	Q9H3Y6
396473	A0A1D5PDE6
396473	P16527
836822	Q39193
833757	Q8LGB4
836827	F4K264
836827	F4K265
813446	Q8I2Y3
818416	O80915
813445	Q8I2Y4
818410	A0A178VYP6
818410	Q8GYE4
818411	O80920
818413	A0A178VTF1
818413	Q84K71
3637332	A0A1D8PH17
236546	O70616
826910	Q9SV71
283870	Q6PL45
283871	A6NDG6
3645014	Q59UQ6
829168	A0A178V5T8
829168	Q9M0B5
172777	H2FLJ1
172775	G5ECU1
821313	A0A1I9LT02
821313	A0A1I9LT03
821313	Q9M9P3
172773	G5EDD8
172770	B3WFW8
172770	Q93231
172771	G5ECJ4
829160	Q9M0C3
6584	O76082
821319	A0A178VFT3
821319	F4JEB4
172779	Q93644
394392	A0A1L8H7I9
394392	Q66KI6
43508	Q9VAH7
43505	Q86BR7
43505	Q9XZ25
43504	A0A0B4K7R2
43504	A0A0B4KI57
43504	C6TP98
43504	Q8IMK5
43504	Q9VAI0
43507	O01666
259302	E9QN14
259302	F8VPQ4
259302	Q812A2
259302	Q91Z68
43500	Q9VAI4
43502	Q9Y140
387921	Q5JS37
387921	Q68DP7
387923	Q8N6R1
34380	Q8IPC3
34380	Q8IPC5
190025	O18195
494143	Q8WUX2
190028	O45950
733198	Q56R14
171558	A0A087WTE9
171558	Q6ISU1
171558	Q6ZNR1
158405	Q8N8K9
841237	A0A178W9N3
841237	A0A1P8AR49
841237	Q6IDB6
158401	Q5VXU9
158401	Q6ZU10
90226	Q96RP3
41903	Q9VF43
41902	Q9VF44
45682	Q9U9Q4
45683	D0Z747
45683	E2QCQ3
45683	M9NDH7
45683	Q960V3
41907	Q9VF39
827737	O49420
41904	Q8T485
254295	A0A024R893
254295	Q5SRE7
833810	A0A1P8BA97
833810	Q9FF29
10637	O75610
10635	Q96B01
10634	A0A5E8
10634	Q99501
10633	A0A024R1C8
10633	Q92737
10632	O75964
10631	A0A024RDS2
10631	A0A024RDT5
10631	B1ALD9
10631	Q15063
10630	Q86YL7
54558	A0A140VJV1
54558	A8MU33
54558	B4DX17
54558	Q9NWH7
11949	A2AKU9
11949	Q3UD06
11949	Q8C2Q8
11949	Q91VR2
54556	B7ZKQ7
54556	Q9NXR8
54557	Q96EQ0
54554	Q86VZ2
54555	Q9Y6V7
54552	A0A024R9Y6
54552	Q05DU1
54552	Q9NVN8
841649	Q9M817
54550	Q7Z6G3
54551	Q9UJ55
175467	Q93379
175466	Q93380
175465	G5EDL7
175465	G5EFB9
175464	Q09260
175462	B2MZB4
175462	P41829
175461	Q18817
175460	P49622
175469	Q93382
175468	O62100
175468	Q93383
245973	A0A0U1RR16
245973	Q8NEY4
3647830	A0A1D8PQB1
836480	F4KAS3
836480	Q9FFQ4
379220	A0A1L8FS93
379220	P13602
827412	A0A178V785
827412	Q8LB10
828698	Q8H1S2
827410	F4JNC9
827410	F4JND0
827410	Q680U9
827411	O23547
827411	Q0WRS3
298609	Q4FZY0
841642	Q0WMR0
118932	Q5VYY1
828692	A0A1P8B978
828692	Q9SVZ9
828697	B9DGD5
828697	Q84RQ7
830899	A0A178UEY3
830899	A0A1P8BBR0
830899	Q9LX90
830894	A0A178U928
830894	A0A1P8BGG9
830894	Q9LFT6
285025	B8ZZB3
285025	Q6ZP82
830893	C0LGT1
830891	A0A178UJP9
830891	Q9LFT8
824853	A0A178VCS6
824853	Q9LES2
175790	H2KY75
175790	Q17483
2540097	Q10198
175792	H2KY76
175792	Q5DX39
175795	H2KY77
175795	H2KY78
175795	Q10580
175795	Q8MPQ0
824855	A0A178VKH2
824855	Q9LES0
175796	P48158
824858	Q9LER7
2540099	P78963
2540098	Q96VG1
10093	P59998
10092	O15511
10090	Q9Y2C2
10097	P61160
10096	A0A024RAI1
10096	B4DXW1
10096	P61158
10095	A4D275
10095	O15143
10094	O15145
252921	P83888
10099	O60637
10098	P62079
271457	Q9CQD1
340277	A0A024RA57
340277	A4D161
340277	B8ZZQ8
3354896	A0A021WW32
3354896	O96689
820199	A0A178VGW1
820199	Q9SS48
820196	Q9SS45
820191	Q9SS40
3647081	P46273
283450	F8VWT9
59109	P35739
181244	G5EFX2
181244	G5EGE3
178217	G5EET6
178211	H2FLI2
178211	Q21344
178211	Q2XMZ5
178211	Q2XMZ6
178211	Q2XMZ7
178210	Q21341
191850	Q23284
29565	P05197
29564	A0A173DW29
29564	Q63100
29562	P60892
178218	G5EBZ8
174815	Q20369
176846	O16787
176846	U4PBE1
176840	O44501
810988	Q8IHT4
395128	Q6XLP9
395128	Q6XLQ0
3643137	A0A1D8PRM3
176848	O16785
398004	Q6GPS6
818216	Q9SJR3
136895	Q8N865
835028	A0A178U894
835028	Q9FGL5
394293	A0A1L8FW10
394293	O73932
84076	A0A140VKC2
84076	Q9H0I9
213827	Q5XJY5
818215	A0A178VU90
818215	A0A178VVX8
818215	Q2V422
818215	Q3EBM1
818215	Q9SJR4
818213	Q9SJR5
2655254	Q8IB24
2655255	Q8IB23
843898	A0A178W8D6
843898	F4HZ57
843898	P59229
110834	Q0VBK4
110834	Q8R4G9
50709	P43274
50708	P15864
50708	Q5SZA3
50706	A0A097BW18
50706	A0A097BW21
50706	Q62009
843890	Q9LQZ7
2655259	Q7K6B1
50701	Q3UP87
843893	A0A178W4L3
843893	Q9LR00
1466525	Q3E7Z6
3885598	A0A0B4LFL9
3885598	A1ZB15
170737	E9PWL2
170737	E9PZB7
170737	Q91V17
66614	Q3TFK5
66615	A0A0R4J065
66615	Q8BGE6
66616	Q3U1P2
66616	Q91VH2
8388	A0A126GW81
8388	P47887
84078	Q8WVZ9
127396	B3KSP5
127396	Q5T5D7
8382	A0A0S2Z4L9
8382	P56597
189214	Q23174
829908	A8MRF4
829908	Q9SZE7
829909	A0A178V3Q3
829909	Q9SZE8
50281	P83262
3642244	Q5A301
2539205	P78953
829902	A0A178V1E5
829902	Q9SZU7
829900	A0A1P8B701
829900	Q9FPR2
829901	A0A178V335
829901	A0A1P8B8I2
829901	F4JS25
829907	A0A178V1L7
829907	F4JS33
829907	Q43731
829904	A0A178UZN5
829904	P30183
674895	K3W4R8
674895	Q3UGM2
2541058	O74384
2541056	Q9USR5
2541057	Q9Y7X7
2541054	O59716
2541055	P33886
2541053	O60061
2541050	O94354
2541051	P28706
1371	P36551
183457	Q18612
1373	A0A024R454
1373	B7ZAW0
1373	P31327
1373	Q6PEK7
1375	A0A024R4W7
1375	A5PLL0
1375	Q53FV7
1375	Q92523
1374	A0A024R5F4
1374	B2RAQ8
1374	P50416
1374	Q8WZ48
1376	A0A140VK13
1376	A0A1B0GTB8
1376	P23786
242785	Q3U410
266874	Q965N5
63947	A0A024R4F7
63947	Q5HYR2
6096	Q58EY0
816468	A0A178VN76
816468	Q9ZUP2
33477	M9PCF1
33477	Q9VQH2
183453	Q18616
816467	A8MRK6
816467	F4ISI7
816467	Q9ZUP3
816465	A0A178VLQ4
816465	A0A1P8B2T9
816465	O64580
816464	A0A178VVE4
816464	Q9SLD2
843271	A0A178W352
843271	Q9C4Z7
843272	A0A178WHQ6
843272	F4I241
32790	Q9VWY8
32790	X2JCF3
107993	Q6NVD9
843275	A0A178W6X8
843275	Q9C794
843278	A0A178WJ06
843278	Q8VY92
26362	Q00993
26362	Q6PE80
26362	Q8CCF8
948538	P0AEX9
26364	A0A0D9SEG8
26364	E9QJS7
26364	E9QMJ5
26364	Q9DC42
26364	Q9Z0M6
829720	A0A1P8B756
533090	E1BDI3
118487	Q96BP2
210925	A0A0R4J0J5
210925	Q8K114
120787	Q6IF63
32539	Q9VXN4
77053	Q9D666
55759	Q53T99
55759	Q9GZL7
51079	Q9P0J0
32530	Q9VXP3
55756	Q9NV88
51074	Q96GX9
32533	Q4QQ70
32534	M9NDY2
32534	Q9VXN9
51073	A0A024R7C5
51073	Q9BYD3
51073	X6RAY8
32536	A8JUY5
32536	A8JUY9
32536	E1JJ99
32536	M9PH78
32536	P30052
32536	Q8IR25
32536	X2JFL9
32537	P29742
32537	X2JC31
827614	A0A178V3A0
827614	Q9SN35
2542659	Q9UTB0
56228	Q9JJZ4
2542655	Q92376
839740	F4HY56
2542657	Q09725
2542656	Q9P7F1
2542651	O13972
733264	A0A1L8HMX3
733264	A0JMT0
2542652	Q10452
834405	A0A178U6D3
834405	Q9FG81
834407	Q8H185
827617	Q8VZN1
834400	Q9S7D8
834403	A0A178UP07
834403	Q9XGW1
110308	Q32P04
110308	Q922U2
282325	P05126
282323	E1BEN2
282323	P05131
282322	P00517
820643	Q9LUM4
829822	A0A178UVY6
829822	A0A178UXU1
829822	A0A178UYD2
829822	F4JQG2
829822	O23212
26959	A0A024R722
26959	B4DJ36
26959	O60381
841266	F4HYF6
841266	F4HYF8
841266	Q9LP80
851740	Q12163
77055	Q3UV17
829824	A0A178UVI6
829824	O23210
306626	Q2TSE3
829827	A0A1P8B6F4
829827	O23208
253725	A0A096LPC5
253725	A8K5W5
253725	B3KMC4
253725	Q9Y4E1
829826	A0A178V1V9
829826	P42774
829826	Q5K1L6
43222	A0A0B4KHY4
43222	P08953
43222	T2GGK5
116689	P81718
116681	P97837
186299	Q9XUY6
100341477	G1T056
116685	P70615
447202	Q6AXA1
817738	A0A178VQ69
817738	Q93YZ7
108143	Q8VI33
827930	A0A178UVG7
827930	E0Y434
827930	Q8GY60
25123	P31232
25122	P37089
25122	Q6IRJ1
820649	A0A178VCX2
820649	Q42134
834529	A0A1P8BAS3
834529	Q9FL99
25125	P52631
25124	F1M9D6
25124	Q6P6Q7
25124	Q9QXK0
14080	P12710
14080	Q3V2F7
14081	P41216
117089	B2GUV1
117089	Q6PDU5
14082	Q61160
171995	Q966L6
226075	Q0GE24
226075	Q6XP49
841263	F4HYF3
260645	Q7KTA1
734708	Q498L0
14086	Q61553
14088	E9QAE8
14088	P50652
14088	Q3UI88
14088	Q8CBR3
2543528	O36029
2543529	P17608
830132	Q1PE09
2543524	O14173
2543525	P41831
2543526	P39825
2543520	Q9US08
2543521	O14177
2543522	Q9C0Y6
2543523	O36028
387263	B4DJ79
387263	Q7Z4R8
815100	A8MQZ5
815100	B3H6I3
815100	B3H726
815100	F4IHA2
815100	F4IHA4
815100	Q9SL16
117332	H1ZYG4
117332	Q9VND8
52036	G5E8R4
52036	Q922D4
52033	Q9JJ78
389856	A6NNY8
97212	Q8BMS1
840630	P11035
840630	Q0WLH2
53347	P57075
150678	Q8WXC6
53343	A0A024RDI6
53343	Q8NG26
53343	Q96KB3
53343	Q9BW91
53340	A0A172Q397
53340	Q15506
841129	A0A178WI45
841129	Q9C6B3
36945	A0A0B4K782
36945	A0A0B4K7U4
36945	A0A0B4K835
36945	A0A0B4KET3
36945	A0A0B4KF98
36945	A0A0B4KFA2
36945	A0A0B4KG51
36945	B7YZI9
36945	B7YZJ0
36945	I7BCJ6
36945	O16011
841127	Q9C6B2
841124	A0A178WIN4
841124	F4HT55
841124	Q9C6A9
841125	A0MEB5
841122	A0A178WIH7
841122	P43297
841123	Q9C500
36942	A1ZAR6
9628	B7Z2A0
9628	B7Z2N1
9628	P49758
9628	Q2M3K2
9623	A0A024R6P4
9623	O95988
836329	Q94BP0
187528	Q21648
9627	B7Z616
9627	B7Z995
9627	Q6L981
9627	Q6L983
9627	Q9Y6H5
9625	H7C175
9625	Q6ZMQ8
79893	Q9H3C7
852834	Q01939
2539021	O74832
37010	Q8SXT3
812427	Q8IFL9
37012	Q0E938
37014	A1ZAY1
37015	Q7JR96
37016	B7YZJ4
812426	Q8I1X5
852837	P53179
812425	Q8IFL7
3224	P31273
852830	P53176
433182	P17182
433182	Q5FW97
293820	Q68FU2
57294	Q6ZWU9
282679	Q8NBQ7
2539026	O94579
837686	Q9LPZ0
852833	P39936
813349	Q8I379
428806	F1NK38
4325161	B3GLZ5
4325161	Q9LGV5
70737	D3YUW7
70737	E9QMC1
841269	B5X571
841269	Q9LP77
838742	Q501F7
851535	Q07349
851536	Q12100
851537	P52290
851530	Q12389
851531	P19736
851532	P32381
851533	P54199
814411	O00806
832076	A0A178U9P8
832076	A0A1P8BDP4
832076	A0A1P8BDS2
832076	A0A1P8BDV2
832076	Q1KS66
851539	Q00055
814417	O77336
3885933	C6KST7
3354	P28566
841268	Q8GXW5
3356	P28223
3351	A8K215
3351	P28222
3351	X5D7I5
3350	A8K5W4
3350	P08908
3350	Q5ZGX3
3352	P28221
840297	A0A178WAB5
840297	Q9FEC1
342510	B4E0V9
342510	Q496F6
3359	B4E398
3359	P46098
3358	K9J958
3358	P28335
108037	Q9CZN7
231086	Q99JY0
68585	Q78NS1
68585	Q8BH78
68585	Q8BHF5
68585	Q99P72
68581	Q9D1D4
380281	A0A1L8HNW4
380281	P39017
115650	Q5H8V1
115650	Q96RJ3
2541931	Q92361
2541930	O13930
31119	Q9W569
31118	Q24314
2541934	Q9UTE2
2541936	Q10951
2541939	O13927
2541938	O14284
31111	M9MS86
31111	O76894
31110	Q9W579
2543680	Q10248
24102	Q3SXB3
24102	Q9R1A9
79807	B7Z8J7
79807	Q8NEC7
34091	Q9VLU4
34090	Q9VLU5
34090	X2J7F1
34093	Q8IPH0
34093	Q9VLU2
34092	Q9VLU3
34092	X2JDI9
34095	M9PCH8
34095	Q9VLU0
34094	Q4V6L0
34094	Q9VLU1
34097	Q9VLT8
34096	D3DML3
34096	M9NEC0
34096	M9PF42
34096	Q9VLT9
34099	Q9VLT6
34099	X2J9V1
34098	Q9VLT7
386649	Q3UVN5
386649	Q9CZ44
67200	Q9CZH8
42162	A0A0B4KGW2
42162	E1JIP0
42162	Q8IN91
42162	Q9VED3
2543683	Q9C105
67203	Q9CZA6
67204	Q3ULL5
67204	Q99L45
779402	Q05AW9
44353	Q24145
66152	Q5NCJ9
66152	Q8R1I1
825278	F4JD33
825278	Q9LEX0
825279	A0A178VG67
825279	Q84JW1
812151	Q8IKN5
66154	Q8C297
66154	Q9CQN6
2538888	O94550
188608	Q22573
812159	Q8IKM7
181961	G5EC12
227743	Q8BKH7
816812	Q43309
816811	A0A178VZE8
816811	P46603
816815	O81001
816819	A0A178VL61
816819	O81005
25959	Q63ZY3
29603	Q00972
29600	Q64542
25953	A0A024R415
25953	Q8N490
25950	D3DT49
25950	Q9Y3V2
25956	Q9NQW1
25957	H0UI36
25957	Q3B7B6
25957	Q6PJQ9
25957	Q8TF01
3827	P01042
23461	Q8WWZ7
23462	B4DEI9
23462	Q9Y5J3
3824	Q13241
3824	Q53ZY6
3823	Q07444
3822	P26717
3821	P26715
5002	E9PRM7
5002	Q96BI1
23468	P45973
23468	V9HWG0
23469	B3KP41
23469	D6R9X2
23469	Q92576
824717	A0A178VDC9
824717	Q9M2S7
286148	A0A024R9F2
286148	Q7Z388
34634	Q9VKB1
225887	Q3UY05
225887	Q5M9P5
225887	Q8K3J1
34636	O18334
34636	X2J5T3
326173	Q7KTP7
34630	Q8IP97
326171	Q9VMV7
326170	A8DYY1
326170	M9MRJ5
326170	Q9VLG6
72404	Q6NVE8
109079	Q6NZN9
109079	Q6P1B6
109079	Q8BH69
446674	Q6DDM3
34639	Q9VKA7
225888	Q3U8K7
76983	Q8BRF7
855538	P22211
855539	P53877
177243	P19974
177244	Q9N580
855530	P53871
855531	P53872
855532	Q02821
855533	P11927
855534	P53873
855535	P53874
855536	P53875
855537	P53876
35321	Q9VIL4
35323	Q9VIL2
35324	Q9VIL1
35325	Q9VIL0
35325	U3PV94
224139	E9PVZ8
224139	E9QAH1
35329	Q9V3Y8
812312	Q8IK76
217843	Q0KK59
32673	M9NGJ4
32673	Q9VXA4
32672	A8JV19
32672	A8JV25
32672	M9PHT3
32672	Q7KUX2
32672	Q9VXA5
171959	O01580
171958	O01579
55252	Q76L83
32676	Q8SY58
55250	Q6IA86
181382	Q93249
171953	P91133
171952	Q9XZI6
32679	Q9VX98
171950	P91129
55258	A8K0C1
55258	Q86YJ6
171954	O01576
690987	A2RRU1
821413	A0A178V7N1
821413	Q9LS96
6176	A0A024R608
6176	P05386
6175	A0A024RBS2
6175	P05388
182722	A0A0K3AR68
182722	A0A0K3ATM0
182722	A0A0K3AWH2
182722	G5EE68
6173	J3KQN4
6173	P83881
6170	P62891
6171	A0A024RB15
6171	P62945
2542431	O13855
839942	A0A178WAW9
839942	A0A1P8AS43
839942	A8MR41
839942	B9DGJ1
839942	Q9SA77
155871	P04608
2539798	Q9UUF7
24605	Q04970
64196	A0A0G2JZI0
828426	A0A1P8B7Y9
828426	Q8GWJ7
821891	A0A1I9LQU7
821891	Q0WPQ2
38755	A8JNM0
38755	M9PEJ7
38755	M9PET2
38755	Q9VRZ4
64193	B0BMT1
64193	P97613
105859	Q91YQ3
181036	P12456
181034	P55155
56149	Q9JJA9
824614	Q9M1H8
181030	P34815
38986	Q9VSM6
38985	M9PET5
38985	Q9VSM5
38984	M9PEJ9
38984	M9PF10
38984	Q9VSM4
38983	A0A1B2AIV7
38983	P55841
38982	P92204
38981	E1JI71
38981	M9ND64
38981	M9NE59
38981	M9NF47
38981	M9NFP8
38981	M9PBX1
38981	M9PET1
38981	M9PHT9
38981	Q5BHY8
38981	Q9VSM0
38981	Q9VSM1
38981	Q9VSM2
2539793	O74755
208154	A0A0R4J1A0
208154	E9QNY6
208154	Q32MV8
208154	Q7TSA3
839949	A0A178WK99
839949	B9DHD5
839949	Q94C59
38989	Q9VSM9
38988	E1JI73
38988	E1JI74
38988	E1JI76
38988	Q058U1
38988	Q7KUB5
38988	Q86BH5
38988	Q86BH6
38988	Q8IQB4
38988	Q95TZ7
38988	Q9VSN0
38988	Q9VSN2
31805	Q9W3C7
31805	S5WMX5
31804	Q9W3C8
31807	Q9W3C6
2539791	Q9P383
31801	Q9W3D1
839268	A0A1P8AP10
839268	A0A1P8AP36
839268	Q53YX3
839268	Q8GXJ4
31802	M9PGN9
31802	M9PGZ9
31802	P22810
11212	O94903
31809	Q9W3C3
31808	Q9W3C4
853262	P46990
2542512	O13867
853260	P46988
853261	P46989
853266	P26755
853267	P27614
853264	P32591
853265	P39005
147923	Q8TAQ5
853268	P46992
853269	P46993
56141	Q9UN72
177335	P17221
56146	Q9Y5H9
2542354	Q9P7H3
2542355	O14016
2542357	P50523
2542350	Q9P7H5
2539678	Q10192
2542352	Q9P7H7
2542353	P87055
2539675	Q9P7P1
2539676	O94630
2542358	Q9P7H1
2542359	Q9P7G9
2539673	O60072
2539672	Q9Y7Z9
856373	P38747
856372	P38746
856371	P38701
856370	P33413
856377	P38749
856376	P38748
856375	P38689
856374	P38709
320184	Q3UGP9
856379	Q6Q5P6
4524	P42898
4524	Q59GJ6
4524	Q8IU67
4522	P11586
183891	O01876
4520	Q14872
825307	Q9M2C9
85293	Q9BYR6
104130	O09111
85291	Q9BYR5
230753	Q569Z6
854289	P07274
825302	Q9M2D4
5298	A0A0B4J1S8
5298	Q9UBF8
5296	O00459
854284	P33297
854287	P14065
5295	P27986
5292	A0A024RD25
5292	P11309
854280	P41696
854283	P04051
854282	Q99394
172363	Q86NC2
246330	A0A024R5B1
246330	A0A024R5I2
246330	Q8N2H9
172368	O44734
246333	Q9QXU9
853486	P47100
36001	Q7JNL9
853484	P47098
853485	P47099
853482	P47096
853483	P0CX74
853483	P0CX75
853483	P0CX76
36006	Q7K330
853481	P47095
178724	G5EF74
36009	A1Z7Z4
36009	Q7K2P3
853488	P47102
853489	P47103
42924	Q9VC67
42925	Q9VC66
42926	Q9VC65
42927	Q9VC64
820358	Q9SF14
42921	Q9VC70
42922	A0A0B4KHS9
42922	P48461
42923	Q9VC68
820354	Q9SF17
820355	A0A178VIM4
820355	Q9ZSD4
820356	A0A178VGX5
820356	Q9SF16
42928	Q9VC63
820351	A0A178VAY5
820351	Q9SF21
84659	Q9H1E1
84654	A0A140VKA5
84654	Q9BXG8
84656	D3DUE6
84656	Q49A26
84656	Q9NZ78
84650	A0A0A0MRV2
84650	Q9BY08
84651	P58062
855880	Q08967
855881	P0CX43
855881	P0CX44
855882	Q08966
855883	P20606
855884	Q08965
855885	Q08964
855886	P21560
855887	P41835
855888	Q08963
855889	Q12211
818331	A0A178VYR1
818331	O80925
51310	Q8WUG5
812904	Q8I444
836777	A0A1P8BFD6
836777	A0A1P8BFE5
836777	Q6NQL6
945764	P0ABH9
39768	Q9VUZ0
39769	A0A1B2AK04
39769	Q9VUZ1
836773	A0A178URB4
836773	Q8LCV1
812903	Q8I445
39764	F0JAG2
39764	Q86BI3
39764	Q9VUY6
39765	A4V201
39765	B7Z060
39765	E1JI11
39765	M9PFP3
39765	M9PI76
39765	P47825
39766	M9PCR4
39766	Q9VUY8
812288	Q8IKA0
39760	Q9VUY2
836778	A0A178UNQ8
836778	Q9FJZ3
83925	G3UW90
83925	Q3UQJ9
83925	V9GX74
83925	V9GXE9
39763	Q95TS5
51248	Q5EBL8
836289	A0A178UAP2
836289	Q9FKF4
1466529	Q3E746
3077563	F5HE22
3077563	Q6SW29
12922	A0A1D5RLK7
12922	E9QNK5
12922	Q3UQP0
12922	Q5ERJ2
12922	Q60748
172981	A0A0K3AR63
172981	A0A0K3AR95
172981	A0A0K3ATP5
172981	A0A0K3AWG6
172981	O16850
41788	A0A0B4K682
41788	A0A0B4K6H8
41788	A0A0B4K6X6
41788	Q6NNB4
41788	Q7KSJ6
41788	Q9VFG3
12927	Q3TJP4
12927	Q61140
41785	A0A0B4KHJ1
41785	P25867
12928	Q3TQV3
12928	Q5ND50
12928	Q5ND51
12928	Q64010
12928	Q8JZR2
172989	H2KZ79
172989	O61771
41780	Q8MSC4
41783	A0A0B4LH59
41783	Q9VFG8
812282	Q8IKA6
831929	Q9FK59
831928	Q9FK60
818333	A0A178VWH9
818333	O80926
818333	Q3EBL0
831924	A0A178UAG4
831924	Q9LZW6
831923	Q8L719
7058	P35442
7059	F5H4Z8
7059	P49746
399152	A0A1L8G3C6
399152	Q9PTK7
180810	G5EDT6
7052	B4DIT7
7052	B4DTN7
7052	P21980
7052	V9HWG3
7053	Q08188
7050	Q15583
